,EIN,tax_pd,contributed_rev,earned_program_service_rev,total_rev,total_exp,gross_rev,Source,45_of_Gross_max_10m,45_of_Earned_max_10m,100_of_Earned_upto_45_Gross_max_10m,NAME,STATE,NAICS,NTEEFINAL
117329,591992826,201812,2483799,0,2483799,1835673,2483799,2019-990,1117709.55,0.0,0.0,HOLOCAUST DOCUMENTATION & EDUCATION CENTER INC,FL,712120.0,A80
117349,133570145,201812,1996145,1090917,7000664,3893140,12898402,2019-990,5804280.9,490912.65,1090917.0,GARDEN CONSERVANCY INC,NY,712130.0,C40
117351,461470791,201812,48775,0,49081,35646,49081,2019-990,22086.45,0.0,0.0,WAVERLEY HISTORIC FOUNDATION,OR,712120.0,A82
117411,540505959,201812,6453563,9747560,23076134,33097076,81167220,2019-990,10000000.0,4386402.0,9747560.0,THOMAS JEFFERSON FOUNDATION INC,VA,712110.0,A54
117463,237027191,201812,88311,0,140929,258681,150125,2019-990,67556.25,0.0,0.0,FRANKLIN COUNTY HISTORICAL SOCIETY,WA,712120.0,A82
117486,461279018,201812,406470,0,406470,384446,406470,2019-990,182911.5,0.0,0.0,LATIN SONGWRITERS HALL OF FAME INC,FL,712110.0,A50
117568,760011483,201812,153476,376011,835387,1030670,931899,2019-990,419354.55,169204.95,376011.0,CENTER FOR TRANSPORTATION & COMMERCE,TX,712110.0,A50
117642,592015681,201812,2,0,10111,22874,36514,2019-990,16431.3,0.0,0.0,FLORIDA GOVERNORS MANSION FOUNDATION INC,FL,712120.0,A82
117664,251574970,201812,6582,9827,16453,46322,16453,2019-990,7403.85,4422.150000000001,7403.85,ALLEGHENY HISTORIC PRESERVATION SOCIETY INC,PA,712120.0,A82
117665,273853278,201906,195415,235335,430750,498202,430750,2019-990,193837.5,105900.75,193837.5,ASSOCIATION OF TRIBAL ARCHIVES LIBRARIES AND MUSEUMS,OK,712110.0,A50
117682,581274644,201812,303712,0,358354,174441,358354,2019-990,161259.30000000002,0.0,0.0,JASPER COUNTY HISTORICAL FOUNDATION INC,GA,712120.0,A80
117716,630862043,201812,107641,192296,304672,400803,304672,2019-990,137102.4,86533.2,137102.4,MONTGOMERY AREA CHAMBER OF COMMERCE FOUNDATION INC,AL,712120.0,A82
117732,680435495,201812,1446,0,19994,699,19994,2019-990,8997.300000000001,0.0,0.0,URBAN PRESERVATION FOUNDATION,CA,712120.0,A82
117808,246020611,201812,14778,0,35920,59396,87143,2019-990,39214.35,0.0,0.0,TIOGA HISTORICAL SOCIETY,PA,712120.0,A82
117816,270599147,201812,974108,127547,1210501,1195262,1347935,2019-990,606570.75,57396.15,127547.0,THOMAS COLE HISTORIC HOUSE,NY,712120.0,A82
117820,232120118,201812,21484,13132,31026,64138,31026,2019-990,13961.7,5909.400000000001,13132.0,FRENCH AZILUM INC,PA,712120.0,A82
117850,222481700,201812,11758,0,35389,26140,54318,2019-990,24443.100000000002,0.0,0.0,FULTON COUNTY HISTORICAL SOCIETY,NY,712120.0,A82
117982,274705213,201812,1065483,0,1065483,347406,1065483,2019-990,479467.35000000003,0.0,0.0,BENTONVILLE PARKS CONSERVANCY INC,AR,712130.0,C41
118072,900507764,201812,54071,3483,-442184,46781,157816,2019-990,71017.2,1567.3500000000001,3483.0,USS ORLECK NAVAL MUSEUM INC,LA,712110.0,A50
118128,341360267,201812,1828265,1334371,3451561,2753737,3583394,2019-990,1612527.3,600466.9500000001,1334371.0,THE CHILDRENS MUSEUM OF CLEVELAND,OH,712110.0,A52
118171,850162279,201812,52047,54481,133710,157303,163989,2019-990,73795.05,24516.45,54481.0,TAOS HISTORIC MUSEUMS INC,NM,712110.0,A54
118230,341636766,201812,2108176,389622,2639882,2376991,2736910,2019-990,1231609.5,175329.9,389622.0,OHIO & ERIE CANALWAY COALITION,OH,712120.0,A82
118232,201550347,201812,0,500795,500931,435288,500931,2019-990,225418.95,225357.75,225418.95,RALSTON WHITE RETREAT FOUNDATION,CA,712120.0,A80
118235,166068418,201812,109692,842664,8873434,1626694,8878180,2019-990,3995181.0,379198.8,842664.0,CENTRAL NEW YORK COMMUNITY ARTS COUNCIL INC,NY,712120.0,A80
118249,510226224,201812,28686,0,39194,39246,55361,2019-990,24912.45,0.0,0.0,THE DELAWARE SPORTS MUSEUM AND HALL OF FAME ASSOCIATION INC,DE,712110.0,A50
118281,10384282,201812,0,231728,231781,190882,231781,2019-990,104301.45,104277.6,104301.45,ASSOCIATION OF TOURIST RAILROADS AND RAILWAY MUSEUMS INC,GA,712110.0,A50
118329,462381743,201812,206600,112434,319034,309784,319034,2019-990,143565.30000000002,50595.3,112434.0,SOUTH CAROLINA FOOTBALL HALL OF FAME INC,SC,712110.0,A50
118342,262726861,201812,3403091,1955648,5870646,5573244,6284106,2019-990,2827847.7,880041.6,1955648.0,DISCOVERY PARK OF AMERICA INC,TN,712110.0,A50
118345,521467787,201812,3914973,0,4009716,3034804,7768882,2019-990,3495996.9,0.0,0.0,FOUNDATION FOR ART AND PRESERVATION IN EMBASSIES,DC,712120.0,A80
118365,550698886,201906,105164,42222,160425,150358,160425,2019-990,72191.25,18999.9,42222.0,OIL GAS AND INDUSTRIAL HISTORICAL ASSOCIATION INC,WV,712110.0,A54
118370,411967683,201812,584445,26706,644432,438980,654016,2019-990,294307.2,12017.7,26706.0,MINNESOTA LAKES MARITIME SOCIETY,MN,712110.0,A54
118381,480878762,201812,28566,46059,114122,102122,134468,2019-990,60510.6,20726.55,46059.0,COMBAT AIR MUSEUM INC,KS,712110.0,A54
118395,237009379,201812,4135,0,96422,13023,96775,2019-990,43548.75,0.0,0.0,SOLON HISTORICAL SOCIETY,OH,712120.0,A82
118409,371387704,201906,100592,142377,251452,250259,256555,2019-990,115449.75,64069.65,115449.75,EDWARDSVILLE CHILDRENS MUSEUM INC,IL,712110.0,A50
118411,753054096,201812,143499,0,148548,60617,231848,2019-990,104331.6,0.0,0.0,FRIENDS OF GREYSTONE,CA,712120.0,A80
118439,271280023,201812,3032832,24695,3138332,3175610,3267106,2019-990,1470197.7,11112.75,24695.0,WORLD CHESS MUSEUM INC,MO,712110.0,A50
118668,351684705,201812,106480,8929,115583,114790,115583,2019-990,52012.35,4018.05,8929.0,FIREFIGHTERS MUSEUM AND SURVIVE ALIVE INC,IN,712110.0,A50
118708,830292100,201906,61746,0,70096,132931,71494,2019-990,32172.3,0.0,0.0,GREEN RIVER VALLEY MUSEUM INC,WY,712110.0,A54
118717,237253589,201812,131125,24905,138958,130018,173265,2019-990,77969.25,11207.25,24905.0,FRONTIER TIMES MUSEUM,TX,712110.0,A54
118752,363559965,201812,307264,0,307723,325972,307723,2019-990,138475.35,0.0,0.0,MONTANA PRESERVATION ALLIANCE INC,MT,712120.0,A82
118774,581357015,201812,10540,0,36588,162020,240704,2019-990,108316.8,0.0,0.0,JOHN F KENNEDY SPECIAL WARFARE MEMORIAL AND MUSEUM ASSOCIATION,NC,712110.0,A50
118895,237363520,201812,37866,0,38225,73220,38866,2019-990,17489.7,0.0,0.0,HISTROIC CABARRUS ASSOCIATION INC,NC,712120.0,A82
118910,10499730,201812,566386,3506,639674,548546,765807,2019-990,344613.15,1577.7,3506.0,AMERICAN LIGHTHOUSE FOUNDATION,ME,712120.0,A80
118933,10859843,201812,5650719,198920,5995638,722412,6027648,2019-990,2712441.6,89514.0,198920.0,NATIONAL MUSEUM OF WORLD WAR II AVIATION INC,CO,712110.0,A50
118941,46168175,201812,331898,11197,401594,333117,848282,2019-990,381726.9,5038.650000000001,11197.0,ORLEANS HISTORICAL SOCIETY,MA,712120.0,A82
118951,46060657,201812,250057,99401,436945,355433,544225,2019-990,244901.25,44730.450000000004,99401.0,NEWBURYPORT ART ASSOCIATION INC,MA,712110.0,A51
118971,391256631,201812,101690,163179,381624,411118,1598166,2019-990,719174.7000000001,73430.55,163179.0,CAMP FIVE MUSEUM FOUNDATION INC,WI,712110.0,A50
118973,741948585,201812,53667,64055,126214,167078,126394,2019-990,56877.3,28824.75,56877.3,COLUMBUS HISTORICAL PRESERVATION TRUST,TX,712120.0,A82
118995,330181169,201812,34325,0,8311,7720,59241,2019-990,26658.45,0.0,0.0,INTERNATIONAL GYMNAST HALL OF FAME,OK,712110.0,A50
119036,751835224,201812,6168,0,18949,20786,435731,2019-990,196078.95,0.0,0.0,HALE COUNTY FARM & RANCH HISTORICAL MUSEUM,TX,712110.0,A54
119038,742603242,201812,429852,71637,504620,640465,734798,2019-990,330659.10000000003,32236.65,71637.0,TEXAS MUSEUMS & HALLS OF FAME,TX,712110.0,A50
119079,260391615,201812,1355428,833811,2258963,985157,2341525,2019-990,1053686.25,375214.95,833811.0,MONTEREY ZOOLOGICAL SOCIETY,CA,712130.0,D50
119106,416048581,201812,308335,19086,448027,547129,472369,2019-990,212566.05000000002,8588.7,19086.0,STEELE COUNTY HISTORICAL SOCIETY,MN,712120.0,A82
119122,351410812,201812,81835,19153,135785,99584,197052,2019-990,88673.40000000001,8618.85,19153.0,JOHNSON COUNTY HISTORICAL SOCIETY INC,IN,712120.0,A82
119170,150479650,201812,0,822109,1176609,792805,1340682,2019-990,603306.9,369949.05,603306.9,VESTAL HILLS MEMORIAL PARK ASSOCIATION INC,NY,712120.0,A80
119171,221228450,201812,0,783873,2317486,1418926,4194868,2019-990,1887690.6,352742.85000000003,783873.0,RESTLAND MEMORIAL PARK ASSN,PA,712120.0,A80
119247,396102653,201812,571084,110752,782573,555002,814802,2019-990,366660.9,49838.4,110752.0,TWO RIVERS HISTORICAL SOCIETY,WI,712120.0,A82
119248,751338387,201812,144784,26767,196506,249509,480423,2019-990,216190.35,12045.15,26767.0,TEXARKANA HISTORICAL SOCIETY AND MUSEUM,TX,712120.0,A82
119252,56017148,201812,46013,9060,86984,69803,87169,2019-990,39226.05,4077.0,9060.0,JAMESTOWN HISTORICAL SOCIETY,RI,712120.0,A82
119265,475518278,201812,1412295,0,1411995,591805,1411995,2019-990,635397.75,0.0,0.0,CLIMATE MUSEUM,NY,712110.0,A50
119447,300145865,201812,29000,0,137273,69050,329936,2019-990,148471.2,0.0,0.0,CASTLE ROCK MERCHANTS ASSOCIATION,CO,712120.0,A80
119454,237172931,201812,135997,0,149048,216597,263755,2019-990,118689.75,0.0,0.0,ELLIS COUNTY HISTORICAL SOCIETY,KS,712120.0,A82
119474,237438056,201812,360252,0,384247,110124,400757,2019-990,180340.65,0.0,0.0,NORTHWEST TREK FOUNDATION,WA,712130.0,D50
119517,43380711,201812,153178,0,153178,122106,153178,2019-990,68930.1,0.0,0.0,THE COMMITTEE TO RESTORE THE ABYSSINIAN MEETINGHOUSE,ME,712120.0,A82
119569,208540744,201812,685487,18619,704106,574797,704106,2019-990,316847.7,8378.550000000001,18619.0,516 ARTS,NM,712110.0,A51
119650,592383891,201812,34265,38550,104908,113716,113524,2019-990,51085.8,17347.5,38550.0,USEPPA ISLAND HISTORICAL SOCIETY INC,FL,712120.0,A82
119661,204469430,201812,74603,0,74603,84916,74603,2019-990,33571.35,0.0,0.0,AMERICAN STEAM RAILROADPRESERVATION ASSOCIATION INC,OH,712110.0,A54
119745,156024061,201906,2014985,19383,2049836,748500,2055650,2019-990,925042.5,8722.35,19383.0,HISTORY CENTER IN TOMPKINS COUNTY,NY,712120.0,A82
119823,237102744,201812,893383,529383,1540543,1463352,1913583,2019-990,861112.35,238222.35,529383.0,HERRESHOFF MARINE MUSEUM,RI,712110.0,A54
119875,464411915,201812,637286,4772585,5649278,4108929,5904347,2019-990,2656956.15,2147663.25,2656956.15,AMERICAN HORTICULTURE INDUSTRY ASSOCIATION,OH,712130.0,C40
119897,222474846,201812,192817,76545,560507,679577,5606984,2019-990,2523142.8000000003,34445.25,76545.0,OLD YORK HISTORICAL SOCIETY,ME,712120.0,A82
119908,261253086,201812,1006698,823668,1894842,1776382,1929615,2019-990,868326.75,370650.60000000003,823668.0,SITKA SOUND SCIENCE CENTER,AK,712110.0,A57
119917,592335319,201812,9939,0,138734,133493,221505,2019-990,99677.25,0.0,0.0,AMERCIAN LEGION,FL,712120.0,A80
119965,311610615,201812,0,0,49361,5475,98015,2019-990,44106.75,0.0,0.0,LAIRD FOUNDATION FOR HISTORIC PRESERVATION INC,WI,712120.0,A82
119975,221911164,201906,12329,0,27189,26043,38138,2019-990,17162.100000000002,0.0,0.0,MEDFORD HISTORICAL SOCIETY,NJ,712120.0,A82
120068,66073400,201812,61063,0,80788,85818,80927,2019-990,36417.15,0.0,0.0,CORNWALL HISTORICAL SOCIETY INCORPORATED,CT,712120.0,A82
120095,223074470,201812,290939,1632749,2010252,2131042,2093588,2019-990,942114.6,734737.05,942114.6,ADIRONDACK RAILWAY PRESERVATION SOCIETY,NY,712120.0,A82
120123,740706477,201812,0,1582501,1603508,1505392,1603508,2019-990,721578.6,712125.4500000001,721578.6,INTERNATIONAL LONGSHOREMENS ASSOCIATION,TX,712110.0,A54
120159,20363746,201906,647884,488840,1278784,1098832,1412379,2019-990,635570.55,219978.0,488840.0,THE CHILDRENS MUSEUM OF NEW HAMPSHIRE,NH,712110.0,A52
120167,611195581,201812,85156,23962,342680,220257,484968,2019-990,218235.6,10782.9,23962.0,OLDHAM CO HISTORICAL SOCIETY INC,KY,712120.0,A82
120187,720273220,201812,1449533,0,1460133,1498761,1460133,2019-990,657059.85,0.0,0.0,NEW ORLEANS STEAMSHIP ASSOCIATION,LA,712110.0,A54
120196,453742052,201812,130213,0,155331,69656,155331,2019-990,69898.95,0.0,0.0,UNIONVILLE TAVERN PRESERVATION SOCIETY,OH,712120.0,A82
120263,112250693,201812,887128,48185,1041285,365819,1122121,2019-990,504954.45,21683.25,48185.0,BRIDGE HAMPTON HISTORICAL SOCIETY,NY,712120.0,A82
120280,43822182,201812,30666,0,30666,12322,30666,2019-990,13799.7,0.0,0.0,WOOD COUNTY HISTORICAL & PRESERVATION SOCIETY INC,WV,712120.0,A82
120317,746104619,201906,415217,15724,433324,355161,433324,2019-990,194995.80000000002,7075.8,15724.0,BEAUMONT HERITAGE SOCIETY,TX,712120.0,A82
120360,237225358,201812,62603,122557,262186,221948,354266,2019-990,159419.7,55150.65,122557.0,AMERICAN SOCIETY FOR LEGAL HISTORY,NV,712120.0,A82
120429,316041853,201812,170184,12601,187332,173125,461853,2019-990,207833.85,5670.45,12601.0,DELAWARE CO HISTORICAL SOCIETY,OH,712120.0,A82
120445,521679098,201812,7037,58278,82728,61353,82728,2019-990,37227.6,26225.100000000002,37227.6,CARROLL BALDWIN MEMORIAL INSTITUTE INC,MD,712120.0,A80
120467,205698500,201812,268130,0,593134,518783,1731173,2019-990,779027.85,0.0,0.0,MUSEUM OF NORTHERN ARIZONAENDOWMENT FOUNDATION,AZ,712110.0,A50
120581,711010049,201812,66886,12766,88912,115301,1779828,2019-990,800922.6,5744.7,12766.0,ALASKA JEWISH HISTORICAL MUSEUM AND CULTURAL CENTER,AK,712110.0,A50
120585,391409078,201812,35556,0,52604,60804,88176,2019-990,39679.200000000004,0.0,0.0,GARDEN OF EDEN PRESERVATION SOCIETY INC,WI,712120.0,A82
120630,66069965,201812,685436,133755,2062241,3059015,15466138,2019-990,6959762.100000001,60189.75,133755.0,THE ALDRICH CONTEMPORARY ART MUSEUM INC,CT,712110.0,A51
120642,30262977,201812,80659,0,89051,78829,89051,2019-990,40072.950000000004,0.0,0.0,DORSET HISTORICAL SOCIETY,VT,712120.0,A82
120693,237397525,201812,151110,119639,290007,343883,290007,2019-990,130503.15000000001,53837.55,119639.0,PENNSYLVANIA RAILROAD TECHNICAL & HISTORICAL SOCIETY,OH,712120.0,A82
120704,586028607,201812,4841999,3703189,10764226,12200123,13564458,2019-990,6104006.100000001,1666435.05,3703189.0,FERNBANK INC,GA,712110.0,A56
120751,366110307,201812,77080,0,129924,144472,129924,2019-990,58465.8,0.0,0.0,ROCK ISLAND COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
120776,841572691,201812,61788,0,90557,57014,107625,2019-990,48431.25,0.0,0.0,COLORADO FREEDOM MEMORIAL FOUNDATION,CO,712120.0,A80
120798,840755735,201812,529069,205196,1019221,1071461,1138076,2019-990,512134.2,92338.2,205196.0,PRORODEO HALL OF FAME AND MUSEUM OF THE AMERICAN COWBOY,CO,712110.0,A53
120896,316049618,201812,588470,125374,737746,575179,1067828,2019-990,480522.60000000003,56418.3,125374.0,CINCINNATI PRESERVATION ASSOCIATION,OH,712120.0,A82
120939,237080936,201812,1272100,176449,1533897,1806757,1803038,2019-990,811367.1,79402.05,176449.0,MUSEUM OF SOUTH TEXAS HISTORY,TX,712110.0,A54
120990,237244724,201812,63588,0,121874,154189,143803,2019-990,64711.35,0.0,0.0,HISTORIC HARRISBURG ASSOCIATION INC,PA,712120.0,A82
121061,237076454,201812,560868,0,600979,53923,605068,2019-990,272280.60000000003,0.0,0.0,CLEARFIELD COUNTY HISTORICAL SOCIETY,PA,712120.0,A82
121080,510649843,201812,1307543,0,1312973,464214,1334368,2019-990,600465.6,0.0,0.0,THE NATIONAL PUBLIC HOUSING MUSEUM,IL,712110.0,A50
121264,274204522,201812,383689,308860,714531,691470,766182,2019-990,344781.9,138987.0,308860.0,SEE SCIENCE CENTER INC,NH,712110.0,A57
121305,237401813,201906,141400,0,158566,153996,158704,2019-990,71416.8,0.0,0.0,ARKANSAS HISTORICAL ASSOCIATION,AR,712120.0,A82
121326,60646673,201812,1149830,294276,1960185,1582100,2165267,2019-990,974370.15,132424.2,294276.0,HILL-STEAD MUSEUM,CT,712110.0,A54
121365,650124730,201812,38470,0,42830,82343,160668,2019-990,72300.6,0.0,0.0,HALL OF FAME COMMITTEE OF UM INC,FL,712110.0,A50
121390,341350559,201812,334707,19076,458447,420052,586186,2019-990,263783.7,8584.2,19076.0,TOLEDO BOTANICAL GARDEN BOARD INC,OH,712130.0,C41
121391,521664576,201812,4318374,0,4585978,3030079,6481681,2019-990,2916756.45,0.0,0.0,HOUSE OF THE TEMPLE HISTORIC PRESERVATION FOUNDATION INC,DC,712120.0,A82
121452,50500691,201812,111524,743152,893468,850145,1007307,2019-990,453288.15,334418.4,453288.15,MOUNT HOPE TRUST IN BRISTOL,RI,712120.0,A80
121495,222434835,201812,386996,12646,513449,220769,749199,2019-990,337139.55,5690.7,12646.0,FRIENDS OF CLERMONT,NY,712120.0,A80
121513,262994912,201812,3385,7026,11343,76883,11343,2019-990,5104.35,3161.7000000000003,5104.35,LEHIGH & KEYSTONE MODEL RAILROAD MUSEUM INC,PA,712110.0,A50
121667,454770151,201812,156448,109228,265676,206037,265676,2019-990,119554.2,49152.6,109228.0,PARADISE GARDEN FOUNDATION INC,GA,712120.0,A80
121685,521223314,201812,76329,22622,156428,168363,223717,2019-990,100672.65000000001,10179.9,22622.0,FURNACE TOWN FOUNDATION INCORPORATED,MD,712120.0,A80
121691,530196627,201812,434425,0,507544,542352,638824,2019-990,287470.8,0.0,0.0,NAVAL HISTORICAL FOUNDATION,DC,712120.0,A80
121705,462488674,201906,0,0,0,0,0,2019-990,0.0,0.0,0.0,ENDOWMENT FOR THE MUSEUM OF FINE ARTS HOUSTON,TX,712110.0,A50
121819,232759885,201812,346184,130957,495269,595844,1047070,2019-990,471181.5,58930.65,130957.0,AMERICA ON WHEELS INC,PA,712110.0,A54
121885,455190355,201812,2519706,1106591,3606541,3884393,3894873,2019-990,1752692.85,497965.95,1106591.0,MICHIGAN SCIENCE CENTER,MI,712110.0,A57
121906,621381698,201812,307152,46494,609349,644440,745377,2019-990,335419.65,20922.3,46494.0,GEORGE C MARSHALL INTERNATIONAL CENTER INC,VA,712120.0,A82
121978,237117023,201906,44359,39793,151516,202415,230558,2019-990,103751.1,17906.850000000002,39793.0,FULLERTON MUSEUM CENTER ASSOCIATION,CA,712110.0,A50
122032,202565007,201812,1133950,129762,1293936,1294675,1293936,2019-990,582271.2000000001,58392.9,129762.0,PAPAHANA KUAOLA,HI,712130.0,C40
122037,480851007,201812,22500,99331,148774,110986,234032,2019-990,105314.40000000001,44698.950000000004,99331.0,NATIVE SONS AND DAUGHTERS OF GREATER KANSAS CITY INC,KS,712120.0,A82
122060,133062419,201812,5362948,19564207,34468777,34950407,52113821,2019-990,10000000.0,8803893.15,10000000.0,INTREPID MUSEUM FOUNDATION INC,NY,712110.0,A50
122120,311706276,201906,1253388,0,1311519,795223,1486514,2019-990,668931.3,0.0,0.0,THE LOTOS FOUNDATION,NY,712120.0,A80
122134,943400461,201812,6474324,0,6261975,4494464,6909801,2019-990,3109410.45,0.0,0.0,OPEN LIBRARY OF RICHMOND INC,CA,712110.0,A50
122135,421572723,201812,56941,87845,196271,247558,202689,2019-990,91210.05,39530.25,87845.0,CHILDRENS MUSEUM AT THE PASO ROBLES VOLUNTEER FIREHOUSE,CA,712110.0,A50
122144,133215997,201812,648984,0,651404,905526,651404,2019-990,293131.8,0.0,0.0,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,NY,712120.0,A82
122207,770241061,201812,87615,43069,188487,197689,335776,2019-990,151099.2,19381.05,43069.0,KINGS ART CENTER FOUNDATION,CA,712110.0,A51
122301,311662093,201812,489925,0,496637,289949,508877,2019-990,228994.65,0.0,0.0,ONE WEST 54TH STREET FOUNDATION,NY,712120.0,A82
122303,272243267,201812,13510,0,13633,143084,13633,2019-990,6134.85,0.0,0.0,SEVEN WEST FORTY THIRD STREET FOUNDATION INC,NY,712120.0,A82
122336,396053742,201812,726628,18669,758961,132325,759161,2019-990,341622.45,8401.050000000001,18669.0,BELOIT HISTORICAL SOCIETY,WI,712120.0,A82
122348,132596500,201812,2058308,372326,4223224,5356985,4552675,2019-990,2048703.75,167546.7,372326.0,SEAPORT MUSEUM NEW YORK,NY,712110.0,A50
122380,841677611,201812,299343,17297,316644,323011,316644,2019-990,142489.80000000002,7783.650000000001,17297.0,ASPEN SCIENCE CENTER,CO,712110.0,A57
122387,272624336,201812,1470028,0,1470098,15327,1470098,2019-990,661544.1,0.0,0.0,122 EAST 66TH STREET FOUNDATION INC,NY,712120.0,A80
122413,135596795,201812,2497662,22456274,25728701,22759639,25784860,2019-990,10000000.0,10000000.0,10000000.0,JOHN E ANDRUS MEMORIAL INC,NY,712120.0,A80
122422,131628185,201812,138554,143085,872531,821714,3822245,2019-990,1720010.25,64388.25,143085.0,NATIONAL SOCIETY OF COLONIAL DAMES IN THE STATE OF NEW YORK,NY,712120.0,A80
122472,742519972,201812,2149661,3543935,13257617,10192626,17731445,2019-990,7979150.25,1594770.75,3543935.0,NATIONAL CORVETTE MUSEUM FOUNDATION INC,KY,712110.0,A50
122518,10427323,201812,194960,27046,217322,181458,234251,2019-990,105412.95,12170.7,27046.0,THE GENERAL HENRY KNOX MUSEUM,ME,712120.0,A80
122548,203719314,201812,1203427,0,1208179,554250,1623536,2019-990,730591.2000000001,0.0,0.0,564 PARK AVENUE PRESERVATION FOUNDATION,NY,712120.0,A82
122549,141996681,201812,371894,0,390205,758425,406275,2019-990,182823.75,0.0,0.0,101 EAST 69TH STREET CONSERVANCY,NY,712120.0,A80
122596,481109958,201812,2502,236795,218462,313591,218462,2019-990,98307.90000000001,106557.75,98307.90000000001,STILWELL HERITAGE AND EDUCATIONAL FOUNDATION,KS,712120.0,A82
122748,30184732,201812,842564,368486,1309894,1276725,1838359,2019-990,827261.55,165818.7,368486.0,FAIRBANKS MUSEUM AND PLANETARIUM,VT,712110.0,A50
122769,680310041,201812,2971617,97057,3204214,884448,3605241,2019-990,1622358.45,43675.65,97057.0,RUTH BANCROFT GARDEN INC,CA,712130.0,C41
122803,561901705,201812,187424,2300,210565,65838,223329,2019-990,100498.05,1035.0,2300.0,AVERASBORO BATTLEFIELD COMMISSION INC,NC,712120.0,A80
