,100_of_Earned_upto_45_Gross_max_10m,45_of_Earned_max_10m,45_of_Gross_max_10m,EIN,Number of employees,Source,contributed_rev,earned_program_service_rev,gross_rev,tax_pd,total_exp,total_rev,NAME,STATE,NAICS,NTEEFINAL
120196,0.0,0.0,69898.95,453742052,0,2019-990,130213,0,155331,201812,69656,155331,UNIONVILLE TAVERN PRESERVATION SOCIETY,OH,712120.0,A82
120263,48185.0,21683.25,504954.45,112250693,3,2019-990,887128,48185,1122121,201812,365819,1041285,BRIDGE HAMPTON HISTORICAL SOCIETY,NY,712120.0,A82
120280,0.0,0.0,13799.7,43822182,0,2019-990,30666,0,30666,201812,12322,30666,WOOD COUNTY HISTORICAL & PRESERVATION SOCIETY INC,WV,712120.0,A82
120317,15724.0,7075.8,194995.80000000002,746104619,7,2019-990,415217,15724,433324,201906,355161,433324,BEAUMONT HERITAGE SOCIETY,TX,712120.0,A82
120360,122557.0,55150.65,159419.7,237225358,0,2019-990,62603,122557,354266,201812,221948,262186,AMERICAN SOCIETY FOR LEGAL HISTORY,NV,712120.0,A82
120429,12601.0,5670.45,207833.85,316041853,3,2019-990,170184,12601,461853,201812,173125,187332,DELAWARE CO HISTORICAL SOCIETY,OH,712120.0,A82
120445,37227.6,26225.100000000002,37227.6,521679098,7,2019-990,7037,58278,82728,201812,61353,82728,CARROLL BALDWIN MEMORIAL INSTITUTE INC,MD,712120.0,A80
120467,0.0,0.0,779027.85,205698500,0,2019-990,268130,0,1731173,201812,518783,593134,MUSEUM OF NORTHERN ARIZONAENDOWMENT FOUNDATION,AZ,712110.0,A50
120581,12766.0,5744.7,800922.6,711010049,2,2019-990,66886,12766,1779828,201812,115301,88912,ALASKA JEWISH HISTORICAL MUSEUM AND CULTURAL CENTER,AK,712110.0,A50
120585,0.0,0.0,39679.200000000004,391409078,0,2019-990,35556,0,88176,201812,60804,52604,GARDEN OF EDEN PRESERVATION SOCIETY INC,WI,712120.0,A82
120630,133755.0,60189.75,6959762.100000001,66069965,60,2019-990,685436,133755,15466138,201812,3059015,2062241,THE ALDRICH CONTEMPORARY ART MUSEUM INC,CT,712110.0,A51
120642,0.0,0.0,40072.950000000004,30262977,0,2019-990,80659,0,89051,201812,78829,89051,DORSET HISTORICAL SOCIETY,VT,712120.0,A82
120693,119639.0,53837.55,130503.15000000001,237397525,0,2019-990,151110,119639,290007,201812,343883,290007,PENNSYLVANIA RAILROAD TECHNICAL & HISTORICAL SOCIETY,OH,712120.0,A82
120704,3703189.0,1666435.05,6104006.100000001,586028607,198,2019-990,4841999,3703189,13564458,201812,12200123,10764226,FERNBANK INC,GA,712110.0,A56
120751,0.0,0.0,58465.8,366110307,0,2019-990,77080,0,129924,201812,144472,129924,ROCK ISLAND COUNTY HISTORICAL SOCIETY,IL,712120.0,A82
120776,0.0,0.0,48431.25,841572691,0,2019-990,61788,0,107625,201812,57014,90557,COLORADO FREEDOM MEMORIAL FOUNDATION,CO,712120.0,A80
120798,205196.0,92338.2,512134.2,840755735,7,2019-990,529069,205196,1138076,201812,1071461,1019221,PRORODEO HALL OF FAME AND MUSEUM OF THE AMERICAN COWBOY,CO,712110.0,A53
120896,125374.0,56418.3,480522.60000000003,316049618,3,2019-990,588470,125374,1067828,201812,575179,737746,CINCINNATI PRESERVATION ASSOCIATION,OH,712120.0,A82
120939,176449.0,79402.05,811367.1,237080936,19,2019-990,1272100,176449,1803038,201812,1806757,1533897,MUSEUM OF SOUTH TEXAS HISTORY,TX,712110.0,A54
120990,0.0,0.0,64711.35,237244724,2,2019-990,63588,0,143803,201812,154189,121874,HISTORIC HARRISBURG ASSOCIATION INC,PA,712120.0,A82
121061,0.0,0.0,272280.60000000003,237076454,0,2019-990,560868,0,605068,201812,53923,600979,CLEARFIELD COUNTY HISTORICAL SOCIETY,PA,712120.0,A82
121080,0.0,0.0,600465.6,510649843,5,2019-990,1307543,0,1334368,201812,464214,1312973,THE NATIONAL PUBLIC HOUSING MUSEUM,IL,712110.0,A50
121264,308860.0,138987.0,344781.9,274204522,0,2019-990,383689,308860,766182,201812,691470,714531,SEE SCIENCE CENTER INC,NH,712110.0,A57
121305,0.0,0.0,71416.8,237401813,0,2019-990,141400,0,158704,201906,153996,158566,ARKANSAS HISTORICAL ASSOCIATION,AR,712120.0,A82
121326,294276.0,132424.2,974370.15,60646673,43,2019-990,1149830,294276,2165267,201812,1582100,1960185,HILL-STEAD MUSEUM,CT,712110.0,A54
121365,0.0,0.0,72300.6,650124730,0,2019-990,38470,0,160668,201812,82343,42830,HALL OF FAME COMMITTEE OF UM INC,FL,712110.0,A50
121390,19076.0,8584.2,263783.7,341350559,7,2019-990,334707,19076,586186,201812,420052,458447,TOLEDO BOTANICAL GARDEN BOARD INC,OH,712130.0,C41
121391,0.0,0.0,2916756.45,521664576,0,2019-990,4318374,0,6481681,201812,3030079,4585978,HOUSE OF THE TEMPLE HISTORIC PRESERVATION FOUNDATION INC,DC,712120.0,A82
121452,453288.15,334418.4,453288.15,50500691,25,2019-990,111524,743152,1007307,201812,850145,893468,MOUNT HOPE TRUST IN BRISTOL,RI,712120.0,A80
121495,12646.0,5690.7,337139.55,222434835,3,2019-990,386996,12646,749199,201812,220769,513449,FRIENDS OF CLERMONT,NY,712120.0,A80
121513,5104.35,3161.7000000000003,5104.35,262994912,0,2019-990,3385,7026,11343,201812,76883,11343,LEHIGH & KEYSTONE MODEL RAILROAD MUSEUM INC,PA,712110.0,A50
121667,109228.0,49152.6,119554.2,454770151,0,2019-990,156448,109228,265676,201812,206037,265676,PARADISE GARDEN FOUNDATION INC,GA,712120.0,A80
121685,22622.0,10179.9,100672.65000000001,521223314,23,2019-990,76329,22622,223717,201812,168363,156428,FURNACE TOWN FOUNDATION INCORPORATED,MD,712120.0,A80
121691,0.0,0.0,287470.8,530196627,4,2019-990,434425,0,638824,201812,542352,507544,NAVAL HISTORICAL FOUNDATION,DC,712120.0,A80
121705,0.0,0.0,0.0,462488674,0,2019-990,0,0,0,201906,0,0,ENDOWMENT FOR THE MUSEUM OF FINE ARTS HOUSTON,TX,712110.0,A50
121819,130957.0,58930.65,471181.5,232759885,8,2019-990,346184,130957,1047070,201812,595844,495269,AMERICA ON WHEELS INC,PA,712110.0,A54
121885,1106591.0,497965.95,1752692.85,455190355,110,2019-990,2519706,1106591,3894873,201812,3884393,3606541,MICHIGAN SCIENCE CENTER,MI,712110.0,A57
121906,46494.0,20922.3,335419.65,621381698,7,2019-990,307152,46494,745377,201812,644440,609349,GEORGE C MARSHALL INTERNATIONAL CENTER INC,VA,712120.0,A82
121978,39793.0,17906.850000000002,103751.1,237117023,0,2019-990,44359,39793,230558,201906,202415,151516,FULLERTON MUSEUM CENTER ASSOCIATION,CA,712110.0,A50
122032,129762.0,58392.9,582271.2000000001,202565007,27,2019-990,1133950,129762,1293936,201812,1294675,1293936,PAPAHANA KUAOLA,HI,712130.0,C40
122037,99331.0,44698.950000000004,105314.40000000001,480851007,1,2019-990,22500,99331,234032,201812,110986,148774,NATIVE SONS AND DAUGHTERS OF GREATER KANSAS CITY INC,KS,712120.0,A82
122060,10000000.0,8803893.15,10000000.0,133062419,506,2019-990,5362948,19564207,52113821,201812,34950407,34468777,INTREPID MUSEUM FOUNDATION INC,NY,712110.0,A50
122120,0.0,0.0,668931.3,311706276,0,2019-990,1253388,0,1486514,201906,795223,1311519,THE LOTOS FOUNDATION,NY,712120.0,A80
122134,0.0,0.0,3109410.45,943400461,0,2019-990,6474324,0,6909801,201812,4494464,6261975,OPEN LIBRARY OF RICHMOND INC,CA,712110.0,A50
122135,87845.0,39530.25,91210.05,421572723,10,2019-990,56941,87845,202689,201812,247558,196271,CHILDRENS MUSEUM AT THE PASO ROBLES VOLUNTEER FIREHOUSE,CA,712110.0,A50
122144,0.0,0.0,293131.8,133215997,0,2019-990,648984,0,651404,201812,905526,651404,ONE EAST SIXTIETH STREET HISTORICAL FOUNDATION,NY,712120.0,A82
122207,43069.0,19381.05,151099.2,770241061,17,2019-990,87615,43069,335776,201812,197689,188487,KINGS ART CENTER FOUNDATION,CA,712110.0,A51
122301,0.0,0.0,228994.65,311662093,0,2019-990,489925,0,508877,201812,289949,496637,ONE WEST 54TH STREET FOUNDATION,NY,712120.0,A82
122303,0.0,0.0,6134.85,272243267,0,2019-990,13510,0,13633,201812,143084,13633,SEVEN WEST FORTY THIRD STREET FOUNDATION INC,NY,712120.0,A82
122336,18669.0,8401.050000000001,341622.45,396053742,3,2019-990,726628,18669,759161,201812,132325,758961,BELOIT HISTORICAL SOCIETY,WI,712120.0,A82
122348,372326.0,167546.7,2048703.75,132596500,108,2019-990,2058308,372326,4552675,201812,5356985,4223224,SEAPORT MUSEUM NEW YORK,NY,712110.0,A50
122380,17297.0,7783.650000000001,142489.80000000002,841677611,13,2019-990,299343,17297,316644,201812,323011,316644,ASPEN SCIENCE CENTER,CO,712110.0,A57
122387,0.0,0.0,661544.1,272624336,0,2019-990,1470028,0,1470098,201812,15327,1470098,122 EAST 66TH STREET FOUNDATION INC,NY,712120.0,A80
122413,10000000.0,10000000.0,10000000.0,135596795,354,2019-990,2497662,22456274,25784860,201812,22759639,25728701,JOHN E ANDRUS MEMORIAL INC,NY,712120.0,A80
122422,143085.0,64388.25,1720010.25,131628185,12,2019-990,138554,143085,3822245,201812,821714,872531,NATIONAL SOCIETY OF COLONIAL DAMES IN THE STATE OF NEW YORK,NY,712120.0,A80
122472,3543935.0,1594770.75,7979150.25,742519972,130,2019-990,2149661,3543935,17731445,201812,10192626,13257617,NATIONAL CORVETTE MUSEUM FOUNDATION INC,KY,712110.0,A50
122518,27046.0,12170.7,105412.95,10427323,7,2019-990,194960,27046,234251,201812,181458,217322,THE GENERAL HENRY KNOX MUSEUM,ME,712120.0,A80
122548,0.0,0.0,730591.2000000001,203719314,0,2019-990,1203427,0,1623536,201812,554250,1208179,564 PARK AVENUE PRESERVATION FOUNDATION,NY,712120.0,A82
122549,0.0,0.0,182823.75,141996681,0,2019-990,371894,0,406275,201812,758425,390205,101 EAST 69TH STREET CONSERVANCY,NY,712120.0,A80
122596,98307.90000000001,106557.75,98307.90000000001,481109958,3,2019-990,2502,236795,218462,201812,313591,218462,STILWELL HERITAGE AND EDUCATIONAL FOUNDATION,KS,712120.0,A82
122748,368486.0,165818.7,827261.55,30184732,22,2019-990,842564,368486,1838359,201812,1276725,1309894,FAIRBANKS MUSEUM AND PLANETARIUM,VT,712110.0,A50
122769,97057.0,43675.65,1622358.45,680310041,27,2019-990,2971617,97057,3605241,201812,884448,3204214,RUTH BANCROFT GARDEN INC,CA,712130.0,C41
122803,2300.0,1035.0,100498.05,561901705,0,2019-990,187424,2300,223329,201812,65838,210565,AVERASBORO BATTLEFIELD COMMISSION INC,NC,712120.0,A80
122876,145744.0,65584.8,393527.25,510173731,13,2019-990,411464,145744,874505,201812,478183,588596,WALTER ANDERSON MUSEUM OF ART INCORPORATED,MS,712110.0,A51
122891,0.0,0.0,427285.35000000003,810488749,5,2019-990,226616,0,949523,201906,139428,236018,YELLOWSTONE COUNTY MUSEUM FOUNDATION,MT,712110.0,A54
123020,0.0,0.0,1127447.55,330833283,0,2019-990,806554,0,2505439,201906,1397743,1113187,MISSION SAN JUAN CAPISTRANO FOUNDATION,CA,712120.0,A82
123023,228476.0,102814.2,371901.60000000003,942674852,14,2019-990,316728,228476,826448,201812,611348,669385,CASTLE AIR MUSEUM FOUNDATION INCORPORATED,CA,712110.0,A50
123050,1596.0,718.2,142764.30000000002,362348569,5,2019-990,158844,1596,317254,201812,207772,219490,AURORA HISTORICAL SOCIETY,IL,712120.0,A82
123119,0.0,0.0,9904.5,751680388,2,2019-990,13788,0,22010,201812,37294,22010,SWISHER COUNTY ARCHIVES AND MUSEUM ASSOCIATION,TX,712110.0,A50
123145,1132158.6,614043.0,1132158.6,330399549,23,2019-990,258602,1364540,2515908,201812,1532444,2225279,JOHN HENRY FOUNDATION,CA,712120.0,A80
123203,5323.0,2395.35,16028.1,742271891,0,2019-990,23595,5323,35618,201812,23839,21472,PIKES PEAK HISTORICAL STREET RAILWAY FOUNDATION,CO,712110.0,A50
123219,709.0,319.05,20097.45,237135200,0,2019-990,0,709,44661,201812,30786,44661,FLAG HERITAGE FOUNDATION,MA,712120.0,A82
123224,0.0,0.0,83218.05,810482194,4,2019-990,77828,0,184929,201812,149215,124043,POMPEYS PILLAR HISTORICAL ASSOCIATION INC,MT,712120.0,A80
123250,65237.0,29356.65,134821.35,30425737,15,2019-990,183885,65237,299603,201812,274854,275518,UNSER CHILDRENS DISCOVERY CENTER,NM,712110.0,A52
123261,1885085.0,848288.25,10000000.0,132805582,207,2019-990,11749382,1885085,28460711,201812,18442236,25112563,THE PALEY CENTER FOR MEDIA,NY,712110.0,A50
123286,0.0,0.0,104359.95,480995393,1,2019-990,170182,0,231911,201812,132852,231651,THE BENSON HISTORICAL MUSEUM INC,KS,712110.0,A50
123306,0.0,0.0,126107.1,941697564,0,2019-990,23146,0,280238,201812,13947,51163,SOLEDAD COMMUNITY MISSION FIESTA INC,CA,712120.0,A80
123307,0.0,0.0,126107.1,941697564,0,2019-990,23146,0,280238,201812,13947,51163,SOLEDAD COMMUNITY MISSION FIESTA INC,CA,712120.0,A80
123320,0.0,0.0,1335975.75,470878581,34,2019-990,2930153,0,2968835,201812,2520179,2968835,OKLAHOMA CENTENNIAL BOTANICAL GARDEN INC,OK,712130.0,C41
123326,0.0,0.0,13.950000000000001,830460806,0,2019-990,0,0,31,201812,42986,31,NATIONAL HURRICANE MUSEUM & SCIENCE CENTER,LA,712110.0,A50
123339,0.0,0.0,100026.45,311569382,4,2019-990,219540,0,222281,201906,246872,222281,TENNESSEE OVERHILL HERITAGE ASSOCIATION,TN,712120.0,A80
123347,19368.0,8715.6,124015.5,237387672,2,2019-990,38185,19368,275590,201812,118988,237719,NAPA COUNTY LANDMARKS INC,CA,712120.0,A82
123482,0.0,0.0,646164.9,751859920,0,2019-990,1405,0,1435922,201812,6524,56584,THE HERITAGE OF ODESSA FOUNDATION,TX,712120.0,A82
123521,168296.0,75733.2,514068.75,208670825,16,2019-990,778244,168296,1142375,201812,1075296,978553,LIBERTY HALL MUSEUM INC,NJ,712110.0,A50
123534,91810.0,41314.5,132156.9,582013875,9,2019-990,172682,91810,293682,201812,237654,285571,HANDS-ON SCIENCE CENTER INC,TN,712110.0,A57
123626,0.0,0.0,77103.0,310918640,0,2019-990,171188,0,171340,201812,96495,171340,DAVIESS COUNTY HISTORICAL SOCIETY INCORPORATION,IN,712120.0,A82
123668,103976.55,55129.950000000004,103976.55,396075654,13,2019-990,52556,122511,231059,201812,184989,206796,DOOR COUNTY HISTORICAL SOCIETY,WI,712120.0,A82
123715,489698.0,220364.1,519272.10000000003,223021355,18,2019-990,637880,489698,1153938,201812,961073,1136176,MID-HUDSON CHILDRENS MUSEUM,NY,712110.0,A52
123719,38515.0,17331.75,161690.4,382779981,11,2019-990,319050,38515,359312,201812,559438,359312,MOTORSPORTS MUSEUM & HALL OF FAME OF AMERICA FOUNDATION INC,FL,712110.0,A50
123760,169272.0,149607.45,169272.0,621764440,0,2019-990,42698,332461,376160,201906,410020,375992,TRI-STATE EXHIBITION CENTER,TN,712110.0,A50
123772,6640.0,2988.0,19409.4,383972074,0,2019-990,35000,6640,43132,201812,13252,43132,ARMENIAN CULTURAL CONSERVANCY INC,CA,712110.0,A54
123775,8109.0,3649.05,74309.40000000001,420863053,5,2019-990,76121,8109,165132,201906,117021,132793,SIOUX CITY MUSEUM & HISTORICAL ASSOCIATION,IA,712110.0,A54
123855,0.0,0.0,303522.3,222474863,0,2019-990,626506,0,674494,201812,19767,618669,NEW MILFORD TRUST FOR HISTORIC PRESERVATION INCORPORATED,CT,712120.0,A82
123861,50055.0,22524.75,58381.65,341622284,0,2019-990,43865,50055,129737,201812,139484,116846,MUSEUM OF CAROUSEL ART & HISTORY,OH,712110.0,A51
123899,90751.0,40837.950000000004,130204.8,237366110,2,2019-990,178457,90751,289344,201812,326800,289344,UNITED STATES NATIONAL COMM FOR THE INTL COUNCIL ON MONUMENTS & SITES,DC,712120.0,A80
123908,4307.0,1938.15,85215.15000000001,232172681,0,2019-990,93896,4307,189367,201812,143039,151740,WILLIAMS GROVE OLD TIMERS,PA,712110.0,A54
123912,4647.0,2091.15,27079.2,237171674,0,2019-990,31252,4647,60176,201812,47067,57105,CRANBURY HISTORICAL AND PRESERVATION SOCIETY INC,NJ,712120.0,A82
123969,0.0,0.0,64948.5,611342561,0,2019-990,144330,0,144330,201812,109881,144330,LEXINGTON HISTORY MUSEUM INC,KY,712110.0,A54
124071,13907.0,6258.150000000001,196009.2,464882912,0,2019-990,421660,13907,435576,201812,413384,435576,AUCILLA RESEARCH INSTITUTE INC,FL,712120.0,A80
124072,8259.0,3716.55,46822.950000000004,237022221,1,2019-990,84485,8259,104051,201812,87867,104051,SAN JUAN HISTORICAL SOCIETY,WA,712120.0,A82
124104,0.0,0.0,162699.75,251298979,0,2019-990,1911,0,361555,201812,90087,56482,NITTANY ANTIQUE MACHINERY ASSOCIATION,PA,712120.0,A80
124141,410346.0,184655.7,3698584.65,510083535,68,2019-990,3245041,410346,8219077,201812,2427883,4270485,DELAWARE MUSEUM OF NATURAL HISTORY INC,DE,712110.0,A50
124242,192666.0,86699.7,224172.9,910989160,9,2019-990,286900,192666,498162,201812,570420,489539,STEAMER VIRGINIA V FOUNDATION INC,WA,712120.0,A80
124394,10000000.0,10000000.0,10000000.0,205839402,29,2019-990,0,42662723,42682123,201812,41621408,42682123,JOINT RESTORATION FOUNDATION INC,CO,712120.0,A82
124410,572584.5,273247.2,572584.5,237039472,50,2019-990,616980,607216,1272410,201906,1224526,1242880,MUSE KNOXVILLE,TN,712110.0,A52
124418,10000000.0,10000000.0,10000000.0,231370501,480,2019-990,13109742,24924802,43219165,201812,38959955,40175651,FRANKLIN INSTITUTE,PA,712110.0,A57
124425,45786.0,20603.7,74364.75,237382216,0,2019-990,93803,45786,165255,201812,89001,165255,DEXTER AREA HISTORICAL SOCIETY AND MUSEUM,MI,712110.0,A50
124470,342407.0,154083.15,582659.1,510520671,33,2019-990,884796,342407,1294798,201812,826242,1269413,LANCASTER SCIENCE CENTER,PA,712110.0,A57
124502,0.0,0.0,65697.75,237158119,6,2019-990,151208,0,145995,201812,119231,134191,MILTON HISTORICAL SOCIETY,DE,712120.0,A82
124504,154705.95,70218.45,154705.95,260370352,0,2019-990,187721,156041,343791,201812,195865,343791,CAPE COD MODERN HOUSE TRUST INC,MA,712120.0,A80
124508,0.0,0.0,34843.5,880396178,0,2019-990,1702,0,77430,201812,93549,21730,THUNDERBIRD FOUNDATION FOR THE ARTS,UT,712110.0,A50
124516,372394.0,167577.30000000002,1981454.85,330786070,68,2019-990,1698612,372394,4403233,201812,3838057,2727914,MUSEUM OF LATIN AMERICA ART,CA,712110.0,A53
124551,0.0,0.0,8382.15,451716189,0,2019-990,12243,0,18627,201812,31325,16369,POINTE DU HOC FOUNDATION,WA,712120.0,A84
124607,12996.0,5848.2,16494.75,550880534,0,2019-990,19440,12996,36655,201812,42276,36655,EDGECOMBE COUNTY VETERANS MILITARY MUSEUM,NC,712110.0,A50
124644,21199.0,9539.550000000001,42260.85,161346615,10,2019-990,66511,21199,93913,201812,114278,93913,CANAL SOCIETY OF NEW YORK STATE INC,NY,712120.0,A82
124649,895965.0,403184.25,1714835.25,752184555,55,2019-990,472796,895965,3810745,201812,2053252,2076175,SCIENCE SPECTRUM,TX,712110.0,A57
124654,8491.0,3820.9500000000003,19463.850000000002,926002185,0,2019-990,618,8491,43253,201812,49501,36247,PIONEERS OF ALASKA,AK,712120.0,A80
124666,8708111.0,3918649.95,10000000.0,581313284,474,2019-990,8091469,8708111,44691239,201812,25371598,25831278,ATLANTA BOTANICAL GARDEN INC,GA,712130.0,C41
124693,105231.6,71899.2,105231.6,566003584,76,2019-990,68195,159776,233848,201812,271910,230047,SOUTHERN APPALACHIAN HISTORICAL ASSOCIATION,NC,712120.0,A80
124694,0.0,0.0,138283.2,742128819,5,2019-990,120411,0,307296,201812,253925,211047,BORDER PATROL MUSEUM & MEMORIAL LIBRARY FOUNDATION,TX,712110.0,A50
124708,66433.0,29894.850000000002,163838.7,273246629,6,2019-990,122102,66433,364086,201812,310187,191364,DELTAVILLE MARITIME MUSEUM & HOLLY POINT NATURE PARK INC,VA,712110.0,A50
124730,0.0,0.0,5176.8,231985872,0,2019-990,7279,0,11504,201812,22097,8442,HISTORIC PRESERVATION TRUST OF LEBANON COUNTY,PA,712120.0,A82
124813,0.0,0.0,44576.1,926010338,0,2019-990,30916,0,99058,201812,99046,48187,CORDOVA HISTORICAL SOCIETY,AK,712120.0,A82
124866,163663.65,126763.2,163663.65,510138358,4,2019-990,39876,281696,363697,201812,369053,331005,SAVE OUR CEMETERIES INC,LA,712120.0,A82
124920,14247.0,6411.150000000001,310319.55,150624395,17,2019-990,347025,14247,689599,201812,592328,652787,ERIE CANAL MUSEUM,NY,712110.0,A54
124925,162615.0,73176.75,363152.25,203867662,10,2019-990,400696,162615,807005,201812,430748,692986,STEAMBOAT ART MUSEUM,CO,712110.0,A50
124966,5479.0,2465.55,586972.8,541864320,17,2019-990,1211887,5479,1304384,201812,1163068,1270624,VIRGINIA HOLOCAUST MUSEUM,VA,712110.0,A54
125033,46444.0,20899.8,1944150.3,956133954,13,2019-990,645957,46444,4320334,201812,845425,3882385,PASADENA HISTORICAL SOCIETY INC,CA,712120.0,A82
125055,8711.0,3919.9500000000003,11700.0,586041583,0,2019-990,17263,8711,26000,201812,118871,26000,ATLANTA CHAPTER NATIONAL RAILWAY HISTORICAL SOCIETY INC,GA,712120.0,A82
125056,214295.85,111041.1,214295.85,273172065,0,2019-990,142664,246758,476213,201812,352483,476213,SOUTHEASTERN RAILWAY MUSEUM,GA,712110.0,A50
125062,0.0,0.0,38846.700000000004,570515089,0,2019-990,22886,0,86326,201812,41817,51201,DILLON HISTORICAL SOCIETY,SC,712120.0,A82
125227,200226.6,135323.1,200226.6,352033887,0,2019-990,60092,300718,444948,201812,498381,437943,KIDSCOMMONS COLUMBUS COMMUNITY CHILDRENS MUSEUM INC,IN,712110.0,A52
125281,3492.0,1571.4,69155.1,742748092,1,2019-990,90370,3492,153678,201812,92984,102266,CHARLES W MOORE FOUNDATION INC,TX,712120.0,A80
125289,0.0,0.0,32193.9,237134457,1,2019-990,67736,0,71542,201812,99385,71496,KENNEBEC HISTORICAL SOCIETY,ME,712120.0,A82
125290,6312165.0,2840474.25,10000000.0,131692606,230,2019-990,2427218,6312165,30688297,201812,12742564,13088121,HISTORIC HUDSON VALLEY,NY,712120.0,A80
125341,1083107.0,487398.15,3697879.5,46003451,116,2019-990,3059065,1083107,8217510,201812,6275421,5360461,NANTUCKET HISTORICAL ASSOCIATION,MA,712120.0,A80
125402,0.0,0.0,1703.25,205958968,0,2019-990,3767,0,3785,201812,765,3785,SCHOONER WESTERN UNION PRESERVATION SOCIETY INC,FL,712120.0,A80
125427,57490.0,25870.5,10000000.0,340748495,36,2019-990,2204221,57490,29108401,201906,3159928,7748606,BUTLER INSTITUTE OF AMERICAN ART,OH,712110.0,A51
125458,20115.0,9051.75,255471.75,237382016,8,2019-990,445407,20115,567715,201812,268101,531529,BOSQUE MUSEUM,TX,712110.0,A54
125575,1600.0,720.0,232393.5,416037342,5,2019-990,465496,1600,516430,201812,213741,516074,MCLEOD COUNTY HISTORICAL SOCIETY,MN,712120.0,A82
125585,304389.0,136975.05000000002,811958.4,570801415,16,2019-990,948588,304389,1804352,201906,1574514,1641718,COASTAL DISCOVERY MUSEUM,SC,712110.0,A50
125598,302791.0,136255.95,458729.55,166071439,41,2019-990,467163,302791,1019399,201812,1165552,955180,SOUTHERN TIER ZOOLOGICAL SOCIETY INC,NY,712130.0,D50
125621,0.0,0.0,198886.95,471845215,0,2019-990,441971,0,441971,201812,216448,441971,BUFFALO HERITAGE CAROUSEL INC,NY,712120.0,A80
125642,41083.0,18487.350000000002,421969.95,251202956,8,2019-990,804742,41083,937711,201812,327964,902884,WESTMORELAND COUNTY HISTORICAL SOCIETY,PA,712120.0,A82
125647,10008.0,4503.6,30828.15,50305722,1,2019-990,28791,10008,68507,201812,56806,55360,COCUMSCUSSOC ASSOCIATION,RI,712110.0,A54
